REPHDR,simInventoryCustomer,SIM Inventory for Customer,2.0,2023-09-16T08:37:58.9,Confidential - HARDWARIO Confidential
REPPRM,SIM_STATE,ALL
REPPRM,USER_NAME,M2MPORTAL_ORG_100217240_V799
REPPRM,CUSTOMER_ID,100217240
REPPRM,CUSTOMER_CODE,HARDWARIO
REPPRM,VF_OPCO_ID,1026
REPPRM,VF_OPCO_CODE,VFCZ
REPPRM,TIMESTAMP,2023-09-16 08:37:58.952
SECTION,Data,-1,SIM_ID,ICCID,LAST_APN,SIM_STATE,CELL_ID,SIM_ALERTS,IMEI,ACTIVATED_DATE,CURRENT_STATE_DATE,Customer,Note
Data,901288000011120,89882390000031001400,hardwario.com,Active.Live,230-03-49700-1313569-130, ,8677230301156500,31/03/2020,31/03/2020,,
Data,901288000011121,89882390000031001418,,Inactive,, ,,,01/11/2017,,
Data,901288000011122,89882390000031001426,hardwario.com,Active.Live,230-03-46100-1011233-130, ,,07/06/2021,09/11/2021,,
Data,901288000011123,89882390000031001434,,Inactive,, ,,,01/11/2017,,
Data,901288000011124,89882390000031001442,,Inactive,, ,,,01/11/2017,,
Data,901288000011125,89882390000031001459,,Inactive,, ,,,01/11/2017,,
Data,901288000011126,89882390000031001467,hardwario.com,Active.Live,530-01-49440-311654-130, ,3575190800861100,07/06/2019,21/01/2020,,
Data,901288000011127,89882390000031001475,hardwario.com,Active.Live,530-01-50800-755557-130, ,3575190800862300,31/07/2019,21/01/2020,,
Data,901288000011128,89882390000031001483,hardwario.com,Active.Live,530-01-49440-311654-130, ,3575190800862600,31/07/2019,21/01/2020,,
Data,901288000011485,89882390000031205050,hardwario,Active.Live,230-03-48400-631327-130, ,8677230304141200,20/06/2018,20/06/2018,,
Data,901288000012700,89882390000031217204,hardwario.com,Active.Live,230-03-48200-684575-130, ,8663490400130502,02/01/2018,20/02/2020,,
Data,901288000012701,89882390000031217212,,Active.Live,, ,,02/01/2018,21/01/2020,,
Data,901288000012702,89882390000031217220,,Active.Live,, ,,02/01/2018,21/01/2020,,
Data,901288000012703,89882390000031217238,ep.inetd.gdsp,Active.Live,230-03-44200-515616-130, ,3575180800881000,02/01/2018,21/01/2020,,
Data,901288000012704,89882390000031217246,hardwario.com,Active.Live,230-03-705823-129, ,8679970300691365,02/01/2018,14/01/2019,,
Data,901288000012705,89882390000031217253,,Active.Live,, ,,02/01/2018,21/01/2020,,
Data,901288000012706,89882390000031217261,,Active.Live,, ,,02/01/2018,21/01/2020,,
Data,901288000012707,89882390000031217279,,Active.Live,, ,,02/01/2018,21/01/2020,,
Data,901288000012708,89882390000031217287,,Active.Live,, ,,02/01/2018,21/01/2020,,
Data,901288000012709,89882390000031217295,,Active.Live,, ,,02/01/2018,21/01/2020,,
