ICCID,Total_Kbytes
89882390000031402459,139.45
89882390000031402475,124.01
89882390000031402491,123.19
89882390000031402509,125.24000000000001
89882390000031402566,125.24000000000001
89882390000031402608,123.74000000000001
89882390000031402640,5.7
89882390000031402665,123.74000000000001
89882390000031402699,125.24000000000001
89882390000031402723,123.60000000000001
89882390000031402996,123.74000000000001
89882390000031403002,124.84
89882390000031403010,140.16
89882390000031403028,122.65
89882390000031403085,97.84
89882390000031403093,121.82
89882390000031403135,124.97
89882390000031403150,124.83
89882390000031403168,124.83000000000001
89882390000031403184,98.05
89882390000031403275,122.65
89882390000031403283,124.98
89882390000031403333,124.28
89882390000031403358,123.74000000000001
89882390000031403366,122.91
89882390000036023441,98.07
89882390000047985513,43.260000000000005
89882390000047985539,7.88
89882390000047985562,43.0
89882390000047985653,93.68
89882390000047985695,42.33
89882390000047985711,6.6499999999999995
89882390000047985752,42.31
89882390000047985778,7.88
89882390000047985786,42.21
89882390000047985794,42.760000000000005
89882390000047985836,42.58
89882390000047985851,42.74
89882390000047985877,42.85
89882390000047986032,12.540000000000001
89882390000047986057,8.780000000000001
89882390000047986214,94.72
89882390000047986222,93.69
89882390000047986248,94.51
89882390000047986255,98.77
89882390000047986271,94.08
89882390000047986297,94.51
89882390000047986305,94.51
89882390000047986446,98.05
89882390000047986503,93.21
89882390000047986644,12.040000000000001
89882390000047986677,117.89
89882390000047986792,1.81
89882390000047986875,3388.1
89882390000047986891,2890.65
89882390000047986933,117.08999999999999
89882390000047986958,2877.55
89882390000047987006,2876.73
89882390000047987055,67.88
89882390000047987089,290.14
89882390000047987121,2881.57
89882390000047987170,33.83
89882390000047987279,92.49
89882390000047987550,0.0
89882390000047987576,777.46
89882390000047987618,420.16
89882390000047987675,8.780000000000001
89882390000047987683,94.7
89882390000047987691,97.44
89882390000047987774,254.73
89882390000047987808,253.51
89882390000047987824,49.62
89882390000047987832,93.64999999999999
89882390000047987840,97.64
89882390000047987865,5836.08
89882390000047987873,6033.04
89882390000047987907,99.55
89882390000047987915,60.58
89882390000047987931,6170.88
89882390000047987949,6019.18
89882390000047988012,256.36
89882390000047988061,254.46
89882390000047988137,98.28999999999999
89882390000047988145,107.78
89882390000047988152,6152.44
89882390000047988160,97.22999999999999
89882390000047988202,102.82
89882390000047988269,98.27
89882390000047988277,97.85
89882390000047988285,98.07
89882390000047988293,98.06
89882390000047988343,8.370000000000001
89882390000047988350,257.19
89882390000047988426,64.35
89882390000047988517,97.64999999999999
89882390000047988533,98.06
89882390000047988574,49.79
89882390000047988582,5649.21
89882390000047988590,98.06
89882390000047988608,97.57
89882390000047988624,8.16
89882390000047988632,94.5
89882390000047988640,98.69
89882390000047988681,188.93
89882390000047988715,98.06
89882390000047988723,118.06
89882390000047988749,97.86
89882390000047988764,72.53
89882390000047988806,59.6
89882390000047988848,96.72
89882390000047988905,14203.74
89882390000047988921,97.86999999999999
89882390000047988962,96.94
89882390000047988996,97.86
89882390000047989010,291.55
89882390000047989036,97.64
89882390000047989044,98.07
89882390000047989051,117.82
89882390000047989226,98.06
89882390000047989317,98.27
89882390000047989341,97.86
89882390000047989390,98.05
89882390000047989440,98.06
89882390000047989598,250.88
89882390000047989689,11.55
89882390000047989721,58.879999999999995
89882390000047989879,47.3
89882390000047989952,98.07
89882390000047989978,126.75999999999999
89882390000047990018,97.42999999999999
89882390000047990026,151.79
89882390000047990323,98.05
89882390000047990349,98.06
89882390000047990364,98.07
89882390000093993874,789.97
89882390000093993908,138.07
89882390000093993957,149.47
89882390000093993973,97.86
89882390000093993999,48.07
89882390000093994054,772.24
89882390000093994088,12.040000000000001
89882390000093994112,767.68
89882390000093994138,156.01
89882390000093994161,98.5
89882390000093994179,774.6700000000001
89882390000093994278,97.22999999999999
89882390000093994302,97.22999999999999
89882390000093994310,48.04
89882390000093994369,12.35
89882390000093994377,12.040000000000001
89882390000093994419,12.360000000000001
89882390000093994542,98.07
89882390000093994583,97.44
89882390000093994609,160.91
89882390000093994641,878.58
89882390000093994658,155.76999999999998
89882390000093994666,156.0
89882390000093994708,154.29999999999998
89882390000093994716,156.04
89882390000093994732,69.2
89882390000093994757,12.36
89882390000093994799,773.1899999999999
89882390000093994807,33.94
89882390000093994849,70.42999999999999
89882390000093994864,98.07
89882390000093994872,58.13
89882390000093994880,58.39
89882390000093994898,58.01
89882390000093994906,96.39
89882390000093994930,97.22
89882390000093994963,140.17
89882390000093995002,97.64
89882390000093995010,97.84
89882390000093995028,97.84
89882390000093995036,136.88
89882390000093995069,140.11
89882390000093995077,140.29
89882390000093995119,143.93
89882390000093995127,97.84
89882390000093995143,68.07000000000001
89882390000093995168,95.53999999999999
89882390000093995200,96.8
89882390000093995234,139.68
89882390000093995242,140.28
89882390000093995267,140.29
89882390000093995283,140.16
89882390000093995325,140.3
89882390000093995341,140.77
89882390000093995382,140.17
89882390000093995424,140.9
89882390000093995432,98.27
89882390000093995465,257.8
89882390000093995481,140.71
89882390000093995507,121.2
89882390000093995580,97.64
89882390000093995713,140.71
89882390000093995747,140.17
89882390000093995762,97.84
89882390000093995788,140.89
89882390000093995796,97.85
89882390000093995804,426.63
89882390000093995812,47.51
89882390000093995820,65.41
89882390000093995846,139.81
89882390000093995861,97.64
89882390000093995879,140.29
89882390000093995895,139.94
89882390000093995911,95.53999999999999
89882390000093995945,140.47
89882390000093995960,58.44
89882390000093995978,98.07
89882390000093995994,93.86
89882390000093996042,92.8
89882390000093996067,98.06
89882390000093996109,139.21
89882390000093996174,139.8
89882390000093996190,140.41
89882390000093996208,140.29
89882390000093996216,138.78
89882390000093996257,97.84
89882390000093996265,140.29
89882390000093996281,138.64
89882390000093996315,97.42
89882390000093996323,58.01
89882390000093996331,57.39
89882390000093996349,103.58
89882390000093996414,97.64999999999999
89882390000093996422,24.68
89882390000093996430,766.28
89882390000093996448,96.14
89882390000093996463,292.45
89882390000093996497,306.41
89882390000093996505,770.12
89882390000093996513,137.82
89882390000093996539,118.21
89882390000093996570,97.44
89882390000093996596,179.43
89882390000093996604,97.64
89882390000093996646,117.83
89882390000093996661,118.72
89882390000093996679,97.22999999999999
89882390000093996695,98.06
89882390000093996703,97.44
89882390000093996711,261.89
89882390000093996901,98.06
89882390000093996927,98.06
89882390000093996943,97.86
89882390000093996950,94.28999999999999
89882390000093996984,772.9
89882390000093996992,12.690000000000001
89882390000093997016,152.76
89882390000093997024,98.06
89882390000093997032,194.93
89882390000093997040,13.01
89882390000093997057,12.68
89882390000093997065,12.360000000000001
89882390000093997099,12.030000000000001
89882390000093997131,97.85
89882390000093997156,12.360000000000001
89882390000093997172,98.07
89882390000093997180,97.64
89882390000093997198,157.29999999999998
89882390000093997214,91.53
89882390000093997222,97.86
89882390000093997230,72.42
89882390000093997248,88.78999999999999
89882390000093997271,251.47
89882390000093997297,124.77
89882390000093997347,62.97
89882390000093997362,0.0
89882390000093997370,78.55
