ICCID,Total_Kbytes
89882390000031217436,4.41
89882390000031402566,84.62
89882390000031402608,85.99000000000001
89882390000031402640,9.469999999999999
89882390000031402665,96.4
89882390000031402699,83.54
89882390000031403085,162.17
89882390000031403150,83.41
89882390000031403184,162.38
89882390000031403275,418.79
89882390000031403317,9.17
89882390000031403333,0.0
89882390000036023441,162.81
89882390000047985513,65.97
89882390000047985539,13.65
89882390000047985562,67.04
89882390000047985653,157.59
89882390000047985695,66.59
89882390000047985711,13.67
89882390000047985752,67.22
89882390000047985778,16.28
89882390000047985786,66.86
89882390000047985794,67.14
89882390000047985836,67.81
89882390000047985851,67.12
89882390000047985877,66.9
89882390000047986032,20.79
89882390000047986057,155.54
89882390000047986214,28.13
89882390000047986222,149.03
89882390000047986248,158.59
89882390000047986255,146.99
89882390000047986271,160.21
89882390000047986297,152.07
89882390000047986305,155.12
89882390000047986347,250.26999999999998
89882390000047986446,161.95
89882390000047986503,162.8
89882390000047986644,20.82
89882390000047986677,212.09
89882390000047986693,433.11
89882390000047986719,20.79
89882390000047986768,21.78
89882390000047986776,21.12
89882390000047986875,5589.59
89882390000047986891,4741.68
89882390000047986933,192.44
89882390000047986958,4742.59
89882390000047987006,4739.08
89882390000047987055,112.71
89882390000047987089,470.74
89882390000047987121,4730.84
89882390000047987279,151.85
89882390000047987576,2435.5
89882390000047987618,672.3100000000001
89882390000047987667,421.91
89882390000047987675,159.42
89882390000047987683,82.26
89882390000047987691,165.76
89882390000047987709,23.68
89882390000047987774,423.3
89882390000047987808,414.95
89882390000047987824,84.43
89882390000047987832,160.7
89882390000047987840,165.75
89882390000047987857,226.88
89882390000047987873,8538.35
89882390000047987907,163.66
89882390000047987915,96.81
89882390000047987931,8558.69
89882390000047987949,8375.47
89882390000047988012,430.81
89882390000047988061,410.68
89882390000047988079,190.92
89882390000047988137,161.55
89882390000047988145,220.94
89882390000047988152,8895.28
89882390000047988160,158.60999999999999
89882390000047988202,165.21
89882390000047988236,185.8
89882390000047988269,161.35
89882390000047988277,161.75
89882390000047988285,160.68
89882390000047988293,160.48
89882390000047988343,156.56
89882390000047988350,433.26
89882390000047988426,107.92999999999999
89882390000047988434,90.34
89882390000047988517,160.7
89882390000047988533,161.12
89882390000047988574,136.75
89882390000047988582,7582.42
89882390000047988590,161.12
89882390000047988608,157.57
89882390000047988624,157.95
89882390000047988632,143.09
89882390000047988640,160.05
89882390000047988715,160.26
89882390000047988723,193.57999999999998
89882390000047988749,161.1
89882390000047988764,2.73
89882390000047988806,99.17999999999999
89882390000047988848,157.59
89882390000047988863,79.28999999999999
89882390000047988905,27026.01
89882390000047988913,96.14
89882390000047988921,156.47
89882390000047988962,160.32
89882390000047988996,160.04999999999998
89882390000047989010,473.06
89882390000047989036,161.10999999999999
89882390000047989044,160.72
89882390000047989051,193.82999999999998
89882390000047989069,195.46
89882390000047989226,162.37
89882390000047989317,163.85999999999999
89882390000047989341,160.91
89882390000047989390,162.59
89882390000047989440,162.17
89882390000047989572,20.79
89882390000047989598,396.59
89882390000047989630,160.07
89882390000047989648,21.45
89882390000047989689,21.78
89882390000047989697,21.12
89882390000047989721,97.11
89882390000047989952,161.32
89882390000047989978,208.09
89882390000047989994,3.2300000000000004
89882390000047990018,161.57
89882390000047990026,246.82000000000002
89882390000047990323,162.16
89882390000047990349,163.03
89882390000047990364,162.82999999999998
89882390000093993874,1301.03
89882390000093993908,169.45
89882390000093993924,254.5
89882390000093993957,255.34
89882390000093993965,166.93
89882390000093993973,161.32999999999998
89882390000093993999,80.03
89882390000093994054,1250.41
89882390000093994088,19.86
89882390000093994112,1242.43
89882390000093994138,256.98
89882390000093994161,161.75
89882390000093994179,1242.25
89882390000093994229,116.39
89882390000093994278,160.26
89882390000093994294,212.45
89882390000093994302,161.54999999999998
89882390000093994310,81.6
89882390000093994344,76.97
89882390000093994369,20.82
89882390000093994377,20.810000000000002
89882390000093994419,20.490000000000002
89882390000093994476,24.71
89882390000093994526,264.0
89882390000093994542,162.38
89882390000093994575,24.58
89882390000093994583,158.18
89882390000093994609,256.29
89882390000093994641,1441.59
89882390000093994658,256.36
89882390000093994666,256.01
89882390000093994708,257.21999999999997
89882390000093994716,256.01
89882390000093994724,255.76
89882390000093994732,115.05
89882390000093994757,21.47
89882390000093994799,1268.92
89882390000093994823,215.2
89882390000093994849,115.78999999999999
89882390000093994864,161.56
89882390000093994872,94.42
89882390000093994880,95.53999999999999
89882390000093994898,97.39
89882390000093994906,161.34
89882390000093994930,161.14
89882390000093994963,232.60999999999999
89882390000093995002,159.85
89882390000093995010,160.72
89882390000093995028,160.92
89882390000093995036,230.02
89882390000093995069,230.83
89882390000093995077,231.07999999999998
89882390000093995119,231.7
89882390000093995127,160.71
89882390000093995143,108.66
89882390000093995168,164.49
89882390000093995200,159.84
89882390000093995218,231.57
89882390000093995234,227.52
89882390000093995267,238.14
89882390000093995283,231.09
89882390000093995325,231.07
89882390000093995341,233.07
89882390000093995358,362.64
89882390000093995382,231.81
89882390000093995424,231.38
89882390000093995432,160.91
89882390000093995465,422.6
89882390000093995481,223.44
89882390000093995507,203.61
89882390000093995580,163.23
89882390000093995598,230.96
89882390000093995671,30.59
89882390000093995713,230.95
89882390000093995747,229.94
89882390000093995762,160.7
89882390000093995788,230.03
89882390000093995796,157.96
89882390000093995804,509.57
89882390000093995812,424.51
89882390000093995820,102.05
89882390000093995846,230.59
89882390000093995861,160.06
89882390000093995879,238.7
89882390000093995895,229.14
89882390000093995911,160.91
89882390000093995945,231.62
89882390000093995960,96.26
89882390000093995978,157.75
89882390000093995994,166.60999999999999
89882390000093996042,160.7
89882390000093996067,108.72
89882390000093996109,229.37
89882390000093996158,231.85999999999999
89882390000093996174,232.72
89882390000093996190,230.34
89882390000093996208,231.07
89882390000093996216,232.12
89882390000093996257,160.5
89882390000093996265,230.28
89882390000093996281,225.54999999999998
89882390000093996315,160.92
89882390000093996323,97.02
89882390000093996331,95.67
89882390000093996349,157.08
89882390000093996414,161.34
89882390000093996422,37.83
89882390000093996430,1260.35
89882390000093996448,159.28
89882390000093996463,470.48
89882390000093996497,487.02
89882390000093996505,1274.67
89882390000093996513,206.71
89882390000093996539,194.07999999999998
89882390000093996562,501.55
89882390000093996570,160.47
89882390000093996588,314.44
89882390000093996596,293.03
89882390000093996604,156.27
89882390000093996646,108.81
89882390000093996661,195.71
89882390000093996679,161.10999999999999
89882390000093996687,316.41
89882390000093996695,160.92
89882390000093996703,160.51
89882390000093996711,428.41
89882390000093996885,28.05
89882390000093996901,162.82
89882390000093996927,163.01999999999998
89882390000093996935,260.09
89882390000093996943,162.17
89882390000093996950,159.64
89882390000093996984,1261.1399999999999
89882390000093996992,22.12
89882390000093997016,260.25
89882390000093997024,162.6
89882390000093997032,321.84000000000003
89882390000093997040,20.830000000000002
89882390000093997057,20.82
89882390000093997065,20.490000000000002
89882390000093997099,20.810000000000002
89882390000093997107,251.89
89882390000093997115,258.95
89882390000093997123,28.049999999999997
89882390000093997131,157.74
89882390000093997156,20.82
89882390000093997164,166.18
89882390000093997172,162.59
89882390000093997180,160.48
89882390000093997198,255.14
89882390000093997214,160.48
89882390000093997222,160.92
89882390000093997248,163.24
89882390000093997271,406.53
89882390000093997305,50.79
89882390000093997347,103.32000000000001
89882390000093997362,144.95
89882390000093997370,130.56
89882390000093997388,98.11
89882390000093997404,107.62
89882390000093997412,85.54
89882390000093997420,127.18
89882390000093997446,115.08
89882390000093997487,88.95
89882390000093997495,96.69999999999999
89882390000093997503,256.73
89882390000093997529,278.31
89882390000093997552,22219.02
89882390000093997578,114.45
89882390000093997602,244.3
89882390000093997628,178.98
89882390000093997636,79.36
89882390000093997644,75.45
89882390000093997651,107.51
89882390000093997669,160.16
89882390000093997685,101.34
89882390000093997727,264.55
89882390000093997776,163.03
89882390000093997792,1294.08
89882390000093997826,162.59
89882390000093997834,204.57
89882390000093997842,371.44
89882390000093997859,243.54
89882390000093997867,142.14000000000001
89882390000093997875,657.87
89882390000093997891,246.53
89882390000093997909,357.02
89882390000093997917,575.71
89882390000093997925,101.32
89882390000093997933,101.94
89882390000093997941,76.43
89882390000093997966,162.59
89882390000093997974,287.18
89882390000093998006,162.39
89882390000093998022,218.49
89882390000093998030,563.63
89882390000093998048,1269.72
89882390000093998055,376.14
89882390000093998089,146.29
89882390000093998113,103.21000000000001
89882390000093998121,105.85000000000001
89882390000093998139,101.99
89882390000093998147,100.53
89882390000093998154,102.66
89882390000093998188,255.7
89882390000093998196,164.48
89882390000093998204,260.51
89882390000093998212,659.35
89882390000093998220,160.91
89882390000093998261,136.03
89882390000093998279,401.49
89882390000093998287,107.33
89882390000093998295,248.12
89882390000093998303,101.2
89882390000093998311,260.36
89882390000093998329,102.64
89882390000093998337,259.8
89882390000093998345,251.89
89882390000093998352,160.7
89882390000093998378,102.52
89882390000093998386,101.99
89882390000093998410,160.72
89882390000093998428,160.71
89882390000093998436,2651.27
89882390000093998444,263.41
89882390000093998469,160.28
89882390000093998477,253.62
89882390000093998485,265.87
89882390000093998493,163.23
89882390000093998543,435.85
89882390000093998550,1152.42
89882390000093998576,507.68
89882390000093998584,321.57
89882390000093998600,166.39
89882390000093998626,440.92
89882390000093998634,161.34
89882390000093998683,112.36999999999999
89882390000093998717,131.03
89882390000093998733,111.59
89882390000093998758,112.16
89882390000093998766,115.84
89882390000093998774,115.86
89882390000094008888,167.3
89882390000094009050,3.5500000000000003
89882390000094009068,2.5
89882390000094009258,2.48
89882390000094009308,2.1700000000000004
89882390000094009324,2.24
89882390000094009423,2.9000000000000004
89882390000094009613,2.37
89882390000094009738,2.4400000000000004
89882390000094009779,2.99
89882390000094009787,8.2
89882390000094009977,2.24
89882390000094009985,2.5700000000000003
89882390000094010009,91.78
89882390000094010017,7.43
89882390000094010025,1.3499999999999999
89882390000094010041,2.79
89882390000094010272,2.3000000000000003
89882390000094010330,17.630000000000003
89882390000094010397,0.0
89882390000094010439,2.1700000000000004
89882390000094010900,2.39
89882390000094010918,2.24
89882390000094010959,3.0300000000000002
89882390000094011106,2.68
89882390000094011189,2.56
89882390000094011205,2.46
89882390000094011262,2.24
89882390000094011619,2.1700000000000004
89882390000094012237,2.31
89882390000094012336,2.1700000000000004
89882390000094012526,2.64
89882390000094012609,2.24
89882390000094012682,2.5700000000000003
89882390000094012724,2.5
89882390000094012757,2.3200000000000003
89882390000094012864,2.5700000000000003
89882390000094013698,2.91
89882390000094013714,0.8099999999999999
89882390000094013839,165.98
89882390000121291739,1360.35
89882390000203207223,152.71
89882390000203207249,112.02
89882390000203207256,112.33
89882390000203207264,115.00999999999999
89882390000203207272,841.75
89882390000203207298,287.71
89882390000203207306,101.74000000000001
89882390000203207314,192.85999999999999
89882390000203207322,109.26
89882390000203207348,192.64
89882390000203207355,111.12
89882390000203207363,166.71
89882390000203207371,297.06
89882390000203207389,108.17999999999999
89882390000203207397,157.96
89882390000203207405,111.64
89882390000203207439,112.35
89882390000203207447,111.91
89882390000203207454,246.47
89882390000203207462,193.37
89882390000203207470,193.1
89882390000203207488,113.38
89882390000203207496,163.83
89882390000203207504,193.43
89882390000203207520,193.95
89882390000203207546,111.61
89882390000203207553,359.29
89882390000203207587,4722.95
89882390000203207595,4887.46
89882390000203207611,4601.79
89882390000203207645,4744.18
89882390000203207678,193.45
89882390000203207702,4743.2
89882390000203207777,1452.46
89882390000203207827,111.77
89882390000203207843,373.49
89882390000203207868,202.62
89882390000203207884,152.73
89882390000203207900,575.32
89882390000203207926,152.76
89882390000203207967,1608.77
89882390000203207991,381.17
89882390000203208007,4781.8
89882390000203208015,444.13
89882390000203208056,1127.04
89882390000203208544,579.88
89882390000203208759,1862.38
89882390000203208825,585.78
89882390000203208858,300.84
89882390000203208874,642.28
89882390000203208890,599.58
89882390000203208924,610.0
89882390000203208981,207.5
89882390000203209013,1959.22
89882390000203209039,194.23
89882390000203222222,415.3
89882390000203222230,371.81
89882390000203222248,257.34
89882390000203222255,626.47
89882390000203222263,629.89
89882390000203222271,644.15
89882390000203222321,411.53
89882390000203222339,1034.8700000000001
89882390000203222362,616.78
89882390000203222388,629.25
89882390000203222412,139.32
89882390000203222420,16.11
89882390000203222438,265.68
89882390000203222453,609.2
89882390000203222461,680.07
89882390000203222479,633.48
89882390000203222487,657.42
