ICCID,Total_Kbytes
89882390000031217436,507.09999999999997
89882390000031402640,10.24
89882390000031403085,149.32
89882390000031403184,149.32
89882390000031403317,3.31
89882390000036023441,149.95
89882390000047985513,64.35000000000001
89882390000047985539,11.76
89882390000047985562,59.5
89882390000047985653,144.72
89882390000047985695,65.02
89882390000047985711,10.549999999999999
89882390000047985752,63.43000000000001
89882390000047985778,13.07
89882390000047985786,63.43000000000001
89882390000047985794,56.95
89882390000047985836,63.540000000000006
89882390000047985851,63.940000000000005
89882390000047985877,63.290000000000006
89882390000047986032,19.8
89882390000047986057,145.84
89882390000047986214,143.05
89882390000047986222,130.02
89882390000047986248,147.56
89882390000047986255,119.97
89882390000047986271,146.55
89882390000047986297,144.3
89882390000047986305,145.32
89882390000047986446,149.95
89882390000047986503,149.95
89882390000047986644,19.53
89882390000047986677,195.1
89882390000047986719,0.66
89882390000047986768,19.8
89882390000047986776,20.130000000000003
89882390000047986875,5172.32
89882390000047986891,4413.21
89882390000047986933,178.69
89882390000047986958,4434.42
89882390000047987006,4438.29
89882390000047987055,105.50999999999999
89882390000047987089,445.14
89882390000047987121,4433.65
89882390000047987279,141.14
89882390000047987576,1668.6699999999998
89882390000047987618,271.63
89882390000047987667,313.24
89882390000047987675,144.1
89882390000047987683,113.9
89882390000047987691,150.16
89882390000047987774,392.02
89882390000047987808,391.21000000000004
89882390000047987824,76.57
89882390000047987832,146.15
89882390000047987840,149.99
89882390000047987857,187.29
89882390000047987865,6426.36
89882390000047987873,6598.49
89882390000047987907,148.06
89882390000047987915,92.78
89882390000047987931,6550.12
89882390000047987949,6456.08
89882390000047988012,391.19
89882390000047988061,406.73
89882390000047988137,148.69
89882390000047988145,195.68
89882390000047988152,6696.37
89882390000047988160,151.21
89882390000047988186,0.13
89882390000047988202,192.0
89882390000047988236,172.87
89882390000047988269,151.01
89882390000047988277,149.96
89882390000047988285,149.96
89882390000047988293,150.37
89882390000047988343,145.13
89882390000047988350,392.81
89882390000047988426,98.75999999999999
89882390000047988517,154.15
89882390000047988533,149.1
89882390000047988574,110.18
89882390000047988582,6178.65
89882390000047988590,149.53
89882390000047988608,146.13
89882390000047988624,147.58
89882390000047988632,145.33
89882390000047988640,149.53
89882390000047988681,290.7
89882390000047988715,149.96
89882390000047988723,180.92
89882390000047988749,149.73999999999998
89882390000047988764,149.54
89882390000047988806,89.93
89882390000047988848,153.85
89882390000047988905,19661.02
89882390000047988913,49.64
89882390000047988921,149.32999999999998
89882390000047988962,149.23999999999998
89882390000047988996,149.95
89882390000047989010,439.28
89882390000047989036,150.57
89882390000047989044,149.54
89882390000047989051,180.53
89882390000047989226,149.74
89882390000047989317,147.82999999999998
89882390000047989341,150.16
89882390000047989390,149.95
89882390000047989440,149.74
89882390000047989572,11.22
89882390000047989630,90.7
89882390000047989648,19.8
89882390000047989689,19.8
89882390000047989697,14.190000000000001
89882390000047989721,90.89
89882390000047989952,149.73
89882390000047989978,194.82999999999998
89882390000047990018,151.85999999999999
89882390000047990026,228.47
89882390000047990323,149.73999999999998
89882390000047990349,149.95
89882390000047990364,150.79
89882390000093993874,1197.93
89882390000093993908,211.25
89882390000093993957,237.15
89882390000093993973,150.38
89882390000093993999,73.87
89882390000093994054,1181.72
89882390000093994088,19.21
89882390000093994112,1175.1
89882390000093994138,238.66
89882390000093994161,150.15
89882390000093994179,1169.76
89882390000093994278,150.16
89882390000093994302,148.04
89882390000093994310,74.39
89882390000093994369,19.86
89882390000093994377,19.54
89882390000093994419,19.54
89882390000093994542,149.95
89882390000093994583,150.17
89882390000093994609,238.79999999999998
89882390000093994641,1339.71
89882390000093994658,239.07
89882390000093994666,238.14
89882390000093994708,234.13
89882390000093994716,238.4
89882390000093994724,53.4
89882390000093994732,105.87
89882390000093994757,19.21
89882390000093994799,1167.53
89882390000093994849,117.56
89882390000093994864,148.89
89882390000093994872,88.52
89882390000093994880,89.26
89882390000093994898,89.31
89882390000093994906,149.96
89882390000093994930,150.79999999999998
89882390000093994963,215.67
89882390000093995002,150.79
89882390000093995010,150.37
89882390000093995028,150.16
89882390000093995036,214.96
89882390000093995069,210.87
89882390000093995077,215.5
89882390000093995119,215.75
89882390000093995127,150.59
89882390000093995143,101.98
89882390000093995168,150.79
89882390000093995200,149.96
89882390000093995234,216.15
89882390000093995242,212.95
89882390000093995267,214.29
89882390000093995283,215.74
89882390000093995325,221.25
89882390000093995341,216.4
89882390000093995358,340.71
89882390000093995382,215.51
89882390000093995424,215.62
89882390000093995432,149.53
89882390000093995465,386.99
89882390000093995481,215.8
89882390000093995507,186.34
89882390000093995580,149.74
89882390000093995713,215.68
89882390000093995747,213.82
89882390000093995762,149.96
89882390000093995788,214.6
89882390000093995796,148.9
89882390000093995804,417.69
89882390000093995812,395.46999999999997
89882390000093995820,100.07
89882390000093995846,215.09
89882390000093995861,150.59
89882390000093995879,215.69
89882390000093995895,215.38
89882390000093995911,150.16
89882390000093995945,215.63
89882390000093995960,89.31
89882390000093995978,149.1
89882390000093995994,150.16
89882390000093996042,149.1
89882390000093996067,149.73999999999998
89882390000093996109,215.7
89882390000093996174,214.77
89882390000093996190,212.16
89882390000093996208,215.03
89882390000093996216,213.12
89882390000093996257,150.57999999999998
89882390000093996265,218.79
89882390000093996281,214.65
89882390000093996315,150.99
89882390000093996323,89.78999999999999
