ICCID,Total_Kbytes
89882390000031402640,9.04
89882390000031403085,161.15
89882390000031403184,161.15
89882390000036023441,161.15
89882390000047985513,67.32000000000001
89882390000047985539,11.25
89882390000047985562,66.48
89882390000047985653,155.3
89882390000047985695,66.5
89882390000047985711,13.139999999999999
89882390000047985752,68.52000000000001
89882390000047985778,9.719999999999999
89882390000047985786,66.37
89882390000047985794,62.59
89882390000047985836,66.22
89882390000047985851,67.29
89882390000047985877,66.23
89882390000047986032,20.79
89882390000047986057,159.01
89882390000047986214,158.15
89882390000047986222,148.98
89882390000047986248,155.62
89882390000047986255,144.65
89882390000047986271,155.73
89882390000047986297,155.32
89882390000047986305,155.33
89882390000047986446,161.16
89882390000047986503,164.10999999999999
89882390000047986644,20.84
89882390000047986677,209.07
89882390000047986768,20.46
89882390000047986776,11.88
89882390000047986792,0.0
89882390000047986875,5573.21
89882390000047986891,4746.68
89882390000047986933,193.59
89882390000047986958,4755.08
89882390000047987006,4750.81
89882390000047987055,111.68
89882390000047987089,478.74
89882390000047987121,4745.92
89882390000047987170,0.16
89882390000047987279,151.46
89882390000047987576,1878.47
89882390000047987618,644.59
89882390000047987675,154.5
89882390000047987683,163.79
89882390000047987691,160.94
89882390000047987774,420.72
89882390000047987808,418.23
89882390000047987824,81.96
89882390000047987832,160.09
89882390000047987840,161.35
89882390000047987857,94.33
89882390000047987865,6277.5
89882390000047987873,6269.0
89882390000047987907,157.35
89882390000047987915,99.32000000000001
89882390000047987931,6292.58
89882390000047987949,6134.45
89882390000047988012,419.45
89882390000047988061,405.38
89882390000047988137,161.37
89882390000047988145,140.87
89882390000047988152,6353.6
89882390000047988160,161.37
89882390000047988202,145.51
89882390000047988236,163.88
89882390000047988269,161.77
89882390000047988277,160.09
89882390000047988285,161.99
89882390000047988293,159.89
89882390000047988343,158.37
89882390000047988350,421.64
89882390000047988426,105.96
89882390000047988517,155.43
89882390000047988533,160.93
89882390000047988574,94.09
89882390000047988582,5897.02
89882390000047988590,161.65
89882390000047988608,158.16
89882390000047988624,156.75
89882390000047988632,161.23
